level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	28	1	5	4	171	1144	25	7	96	was
5	1	28	1	5	5	200	1141	28	10	96	found
5	1	28	1	5	6	228	1141	48	13	95	guilty
5	1	28	1	5	7	280	1141	11	10	95	in
4	1	28	1	6	0	37	1160	232	13	-1	
5	1	28	1	6	1	37	1160	65	10	96	December
5	1	28	1	6	2	106	1163	7	7	96	of
5	1	28	1	6	3	113	1160	61	13	91	sexually
5	1	28	1	6	4	178	1160	65	13	91	assaulting
5	1	28	1	6	5	246	1161	23	9	95	two
2	1	29	0	0	0	36	1242	251	67	-1	
3	1	29	1	0	0	36	1242	251	67	-1	
4	1	29	1	1	0	36	1242	251	10	-1	
5	1	29	1	1	1	36	1242	67	10	93	Australian
5	1	29	1	1	2	107	1243	33	9	96	court
5	1	29	1	1	3	143	1242	55	10	96	canceled
5	1	29	1	1	4	202	1245	8	7	96	a
5	1	29	1	1	5	213	1245	36	7	89	second
5	1	29	1	1	6	249	1242	38	10	93	trial
4	1	29	1	2	0	36	1261	235	13	-1	
5	1	29	1	2	1	36	1261	18	10	96	for
5	1	29	1	2	2	58	1261	54	10	93	Cardinal
5	1	29	1	2	3	116	1261	27	12	94	Pell,
5	1	29	1	2	4	146	1261	21	10	96	the
5	1	29	1	2	5	170	1261	101	13	96	highest-ranking
4	1	29	1	3	0	37	1280	219	10	-1	
5	1	29	1	3	1	37	1280	51	10	96	Catholic
5	1	29	1	3	2	91	1280	41	10	95	leader
5	1	29	1	3	3	135	1280	61	10	96	convicted
5	1	29	1	3	4	200	1280	12	10	96	of
5	1	29	1	3	5	215	1280	41	10	86	sexual
4	1	29	1	4	0	36	1299	41	10	-1	
5	1	29	1	4	1	36	1299	41	10	92	abuse.
2	1	30	0	0	0	50	1325	31	14	-1	
3	1	30	1	0	0	50	1325	31	14	-1	
4	1	30	1	1	0	50	1325	31	14	-1	
5	1	30	1	1	1	50	1325	31	14	95	 
2	1	31	0	0	0	36	1356	743	1	-1	
3	1	31	1	0	0	36	1356	743	1	-1	
4	1	31	1	1	0	36	1356	743	1	-1	
5	1	31	1	1	1	36	1356	743	1	95	 
2	1	32	0	0	0	36	1368	210	85	-1	
3	1	32	1	0	0	36	1368	210	85	-1	
4	1	32	1	1	0	36	1368	111	7	-1	
5	1	32	1	1	1	36	1368	60	7	22	‘TRUMP-KIM
5	1	32	1	1	2	101	1368	46	7	94	MEETING
4	1	32	1	2	0	37	1388	195	19	-1	
5	1	32	1	2	1	37	1388	35	15	93	Kim
5	1	32	1	2	2	77	1388	68	19	92	Jong-un
5	1	32	1	2	3	149	1388	62	15	95	Arrives
5	1	32	1	2	4	216	1388	16	15	96	in
4	1	32	1	3	0	36	1411	199	15	-1	
5	1	32	1	3	1	36	1411	72	15	96	Vietnam
5	1	32	1	3	2	113	1411	16	15	96	for
5	1	32	1	3	3	129	1411	51	15	93	Visit
5	1	32	1	3	4	184	1411	51	15	90	That’s
4	1	32	1	4	0	36	1434	210	19	-1	
5	1	32	1	4	1	36	1434	52	15	96	About
5	1	32	1	4	2	93	1434	44	15	96	More
5	1	32	1	4	3	141	1434	45	15	96	Than
5	1	32	1	4	4	190	1434	56	19	96	Trump
2	1	33	0	0	0	36	1467	252	32	-1	
3	1	33	1	0	0	36	1467	252	32	-1	
4	1	33	1	1	0	36	1467	252	10	-1	
5	1	33	1	1	1	36	1467	25	10	77	The
5	1	33	1	1	2	65	1467	37	10	96	North
5	1	33	1	1	3	106	1467	45	10	95	Korean
5	1	33	1	1	4	155	1467	40	10	96	leader
5	1	33	1	1	5	198	1467	23	10	96	will
5	1	33	1	1	6	225	1468	31	9	95	meet
5	1	33	1	1	7	260	1467	28	10	96	with
4	1	33	1	2	0	37	1486	240	13	-1	
5	1	33	1	2	1	37	1486	56	10	96	President
5	1	33	1	2	2	93	1486	43	10	96	Trump
5	1	33	1	2	3	136	1487	24	12	91	to
5	1	33	1	2	4	164	1486	46	10	87	discuss
5	1	33	1	2	5	214	1489	7	7	95	a
5	1	33	1	2	6	225	1489	29	10	95	range
5	1	33	1	2	7	254	1486	23	10	96	of
2	1	34	0	0	0	302	1382	304	206	-1	
3	1	34	1	0	0	302	1382	304	206	-1	
4	1	34	1	1	0	302	1382	304	206	-1	
5	1	34	1	1	1	302	1382	304	206	95	 
2	1	35	0	0	0	613	1260	163	224	-1	
3	1	35	1	0	0	613	1260	163	224	-1	
4	1	35	1	1	0	613	1260	163	224	-1	
5	1	35	1	1	1	613	1260	163	224	95	 
2	1	36	0	0	0	36	1660	743	1	-1	
3	1	36	1	0	0	36	1660	743	1	-1	
4	1	36	1	1	0	36	1660	743	1	-1	
5	1	36	1	1	1	36	1660	743	1	95	 
2	1	37	0	0	0	57	1899	128	16	-1	
3	1	37	1	0	0	57	1899	128	16	-1	
4	1	37	1	1	0	57	1899	128	16	-1	
5	1	37	1	1	1	57	1899	128	16	95	 
2	1	38	0	0	0	806	1037	372	12	-1	
3	1	38	1	0	0	806	1037	372	12	-1	
4	1	38	1	1	0	806	1037	372	12	-1	
5	1	38	1	1	1	806	1037	372	12	95	 
2	1	39	0	0	0	0	1057	1215	276	-1	
3	1	39	1	0	0	0	1057	1215	276	-1	
4	1	39	1	1	0	303	1057	876	27	-1	
5	1	39	1	1	1	303	1057	876	27	95	 
4	1	39	1	2	0	303	1084	876	28	-1	
5	1	39	1	2	1	303	1084	876	28	95	 
4	1	39	1	3	0	303	1112	876	23	-1	
5	1	39	1	3	1	303	1112	876	23	95	  
4	1	39	1	4	0	303	1135	876	25	-1	
5	1	39	1	4	1	303	1135	876	25	95	 
4	1	39	1	5	0	0	1160	1215	58	-1	
5	1	39	1	5	1	0	1160	1215	58	95	   
4	1	39	1	6	0	0	1218	1215	115	-1	
5	1	39	1	6	1	0	1218	36	37	95	 
5	1	39	1	6	2	287	1218	928	115	95	  
2	1	40	0	0	0	810	1358	207	52	-1	
3	1	40	1	0	0	810	1358	207	52	-1	
4	1	40	1	1	0	810	1358	207	21	-1	
5	1	40	1	1	1	810	1358	66	21	96	Where
5	1	40	1	1	2	876	1358	53	21	96	the
5	1	40	1	1	3	935	1358	82	21	78	Worlds
4	1	40	1	2	0	811	1389	201	21	-1	
5	1	40	1	2	1	811	1389	63	21	96	Chefs
5	1	40	1	2	2	880	1389	53	21	96	Want
5	1	40	1	2	3	934	1394	34	16	96	to
5	1	40	1	2	4	975	1389	37	21	96	Eat
2	1	41	0	0	0	810	1448	334	51	-1	
3	1	41	1	0	0	810	1448	334	51	-1	
4	1	41	1	1	0	810	1448	326	13	-1	
5	1	41	1	1	1	810	1448	59	12	74	Yardbird,
5	1	41	1	1	2	873	1448	12	10	90	in
5	1	41	1	1	3	889	1448	34	13	96	Hong
5	1	41	1	1	4	927	1448	36	13	96	Kong,
5	1	41	1	1	5	967	1448	38	10	96	mixes
5	1	41	1	1	6	1008	1448	20	10	95	the
5	1	41	1	1	7	1032	1448	38	13	96	polish
5	1	41	1	1	8	1073	1448	13	10	93	of
5	1	41	1	1	9	1089	1448	47	13	88	Tokyo’s
4	1	41	1	2	0	810	1467	334	13	-1	
5	1	41	1	2	1	810	1467	50	10	95	favorite
5	1	41	1	2	2	863	1468	77	11	95	restaurants,
5	1	41	1	2	3	944	1467	19	10	96	the
5	1	41	1	2	4	967	1467	50	10	96	warmth
5	1	41	1	2	5	1021	1467	12	10	93	of
5	1	41	1	2	6	1037	1467	56	13	88	Sydney’s
5	1	41	1	2	7	1096	1467	24	10	96	and
5	1	41	1	2	8	1124	1467	20	10	96	the
4	1	41	1	3	0	810	1486	147	13	-1	
5	1	41	1	3	1	810	1486	54	13	87	glamour
5	1	41	1	3	2	867	1486	12	10	96	of
5	1	41	1	3	3	883	1486	29	10	96	New
5	1	41	1	3	4	915	1486	42	10	64	York's.
2	1	42	0	0	0	811	1513	56	9	-1	
3	1	42	1	0	0	811	1513	56	9	-1	
4	1	42	1	1	0	811	1513	56	9	-1	
5	1	42	1	1	1	811	1513	56	9	95	 
2	1	43	0	0	0	819	1758	114	9	-1	
3	1	43	1	0	0	819	1758	114	9	-1	
4	1	43	1	1	0	819	1758	114	9	-1	
5	1	43	1	1	1	819	1758	114	9	95	 
2	1	44	0	0	0	28	1505	939	465	-1	
3	1	44	1	0	0	28	1505	939	465	-1	
4	1	44	1	1	0	36	1505	845	19	-1	
5	1	44	1	1	1	36	1505	43	13	95	thorny
5	1	44	1	1	2	82	1505	67	13	96	diplomatic
5	1	44	1	1	3	153	1505	42	10	89	issues.
5	1	44	1	1	4	869	1516	12	8	0	-
4	1	44	1	2	0	28	1527	737	16	-1	
5	1	44	1	2	1	28	1533	3	3	52	+
5	1	44	1	2	2	36	1530	25	10	89	The
5	1	44	1	2	3	65	1530	24	10	93	US.
5	1	44	1	2	4	93	1530	37	13	94	hopes
5	1	44	1	2	5	133	1530	54	10	96	Vietnam
5	1	44	1	2	6	191	1533	22	7	96	can
5	1	44	1	2	7	217	1530	14	10	96	be
5	1	44	1	2	8	235	1533	8	7	93	a
5	1	44	1	2	9	246	1530	39	10	92	model
5	1	44	1	2	10	617	1527	52	12	93	Michael
5	1	44	1	2	11	673	1527	15	12	89	D.
5	1	44	1	2	12	691	1527	47	14	92	Cohen,
5	1	44	1	2	13	742	1527	23	12	92	Mr.
4	1	44	1	3	0	36	1546	888	15	-1	
5	1	44	1	3	1	36	1549	18	10	95	for
5	1	44	1	3	2	58	1549	37	10	96	North
5	1	44	1	3	3	99	1549	47	10	42	Korea's
5	1	44	1	3	4	149	1549	42	10	95	future.
5	1	44	1	3	5	616	1546	53	15	61	Trump's
5	1	44	1	3	6	672	1546	46	12	83	former
5	1	44	1	3	7	721	1546	47	15	94	lawyer,
5	1	44	1	3	8	911	1556	13	2	0	-
4	1	44	1	4	0	37	1555	918	31	-1	
5	1	44	1	4	1	37	1577	35	8	0	coon
5	1	44	1	4	2	616	1565	25	12	91	will
5	1	44	1	4	3	644	1565	29	12	96	take
5	1	44	1	4	4	676	1565	21	12	96	the
5	1	44	1	4	5	700	1565	36	12	95	stand
5	1	44	1	4	6	739	1570	14	7	95	as
5	1	44	1	4	7	756	1565	21	12	96	the
5	1	44	1	4	8	810	1555	76	31	28	eee
5	1	44	1	4	9	890	1555	65	31	28	Sea
4	1	44	1	5	0	54	1574	852	31	-1	
5	1	44	1	5	1	54	1583	18	4	68	=
5	1	44	1	5	2	617	1584	53	15	89	firstday
5	1	44	1	5	3	673	1584	15	12	91	of
5	1	44	1	5	4	690	1584	21	12	66	the
5	1	44	1	5	5	714	1585	50	11	39	summit
5	1	44	1	5	6	810	1574	47	31	7	pinded
5	1	44	1	5	7	849	1574	57	31	56	Eulogy
4	1	44	1	6	0	616	1603	35	12	-1	
5	1	44	1	6	1	616	1603	35	12	82	ends,
4	1	44	1	7	0	618	1617	338	15	-1	
5	1	44	1	7	1	618	1631	3	1	24	w
5	1	44	1	7	2	811	1617	13	10	94	In
5	1	44	1	7	3	828	1617	31	10	95	“The
5	1	44	1	7	4	862	1617	38	10	97	White
5	1	44	1	7	5	904	1617	40	12	94	Book,”
5	1	44	1	7	6	948	1620	8	7	94	a
4	1	44	1	8	0	617	1633	350	13	-1	
5	1	44	1	8	1	617	1633	6	6	79	8h
5	1	44	1	8	2	626	1633	26	8	79	ago
5	1	44	1	8	3	811	1636	45	10	96	Korean
5	1	44	1	8	4	860	1636	50	10	96	novelist
5	1	44	1	8	5	913	1636	54	10	96	wanders
4	1	44	1	9	0	810	1655	120	13	-1	
5	1	44	1	9	1	810	1655	20	10	96	the
5	1	44	1	9	2	834	1655	24	13	96	city
5	1	44	1	9	3	861	1655	12	10	96	of
5	1	44	1	9	4	876	1655	54	12	96	Warsaw,
4	1	44	1	10	0	810	1674	143	10	-1	
5	1	44	1	10	1	810	1674	52	10	96	haunted
5	1	44	1	10	2	0	0	1219	9348	96	by
5	1	44	1	10	3	885	1674	8	10	96	her
5	1	44	1	10	4	910	1674	43	10	95	family’s
4	1	44	1	11	0	37	1674	922	32	-1	
5	1	44	1	11	1	37	1680	43	15	96	Have
5	1	44	1	11	2	85	1680	42	15	96	Dark
5	1	44	1	11	3	132	1680	53	15	96	Forces
5	1	44	1	11	4	190	1680	42	15	81	Been
5	1	44	1	11	5	810	1674	149	32	36	fee
4	1	44	1	12	0	37	1703	904	22	-1	
5	1	44	1	12	1	37	1703	68	19	95	Messing
5	1	44	1	12	2	108	1703	43	15	96	With
5	1	44	1	12	3	155	1703	27	15	96	the
5	1	44	1	12	4	186	1703	72	15	95	Cosmos?
5	1	44	1	12	5	810	1712	131	13	13	eames
4	1	44	1	13	0	28	1731	918	18	-1	
5	1	44	1	13	1	28	1739	3	3	76	+
5	1	44	1	13	2	36	1736	25	10	96	The
5	1	44	1	13	3	64	1736	55	10	89	universe
5	1	44	1	13	4	123	1739	33	7	95	seems
5	1	44	1	13	5	157	1737	22	9	96	to
5	1	44	1	13	6	182	1736	15	10	96	be
5	1	44	1	13	7	201	1736	67	13	93	expanding
5	1	44	1	13	8	810	1731	61	10	27	eras
5	1	44	1	13	9	875	1731	71	10	0	oem:
4	1	44	1	14	0	36	1755	781	12	-1	
5	1	44	1	14	1	36	1755	37	10	96	faster
5	1	44	1	14	2	77	1755	28	10	96	than
5	1	44	1	14	3	109	1755	9	10	96	it
5	1	44	1	14	4	122	1755	41	10	96	should
5	1	44	1	14	5	167	1755	18	12	95	be,
5	1	44	1	14	6	189	1755	23	10	94	and
5	1	44	1	14	7	811	1758	6	9	91	Be
4	1	44	1	15	0	37	1774	209	13	-1	
5	1	44	1	15	1	37	1774	95	13	92	astrophysicists
5	1	44	1	15	2	136	1774	30	10	93	have
5	1	44	1	15	3	170	1774	61	13	96	struggled
5	1	44	1	15	4	234	1775	12	9	83	to
4	1	44	1	16	0	36	1793	917	22	-1	
5	1	44	1	16	1	36	1796	45	7	54	account
5	1	44	1	16	2	81	1793	26	10	96	for
5	1	44	1	16	3	111	1793	20	10	96	the
5	1	44	1	16	4	135	1793	78	13	96	discrepancy.
5	1	44	1	16	5	811	1800	35	12	10	‘TPut
5	1	44	1	16	6	849	1800	22	15	96	My
5	1	44	1	16	7	874	1800	37	12	96	Hand
5	1	44	1	16	8	915	1801	13	11	96	in
5	1	44	1	16	9	932	1800	21	15	96	My
4	1	44	1	17	0	28	1818	920	13	-1	
5	1	44	1	17	1	28	1821	3	3	79	+
5	1	44	1	17	2	37	1818	29	10	96	Now
5	1	44	1	17	3	69	1818	33	10	96	ideas
5	1	44	1	17	4	106	1821	20	7	96	are
5	1	44	1	17	5	130	1818	43	13	96	popping
5	1	44	1	17	6	174	1821	27	10	96	up.
5	1	44	1	17	7	201	1818	17	10	96	If
5	1	44	1	17	8	222	1821	23	10	96	any
5	1	44	1	17	9	248	1819	28	9	96	turn
5	1	44	1	17	10	810	1819	45	12	96	Pocket
5	1	44	1	17	11	857	1819	25	12	96	and
5	1	44	1	17	12	886	1819	42	12	95	Found
5	1	44	1	17	13	931	1824	17	7	95	an
4	1	44	1	18	0	36	1837	839	16	-1	
5	1	44	1	18	1	36	1838	21	9	83	out
5	1	44	1	18	2	60	1838	12	9	83	to
5	1	44	1	18	3	76	1837	15	10	91	be
5	1	44	1	18	4	95	1837	34	13	96	right,
5	1	44	1	18	5	133	1837	59	10	96	scientists
5	1	44	1	18	6	196	1840	28	10	91	may
5	1	44	1	18	7	227	1837	31	10	91	have
5	1	44	1	18	8	261	1838	12	9	81	to
5	1	44	1	18	9	810	1838	65	15	84	Envelope’
4	1	44	1	19	0	37	1856	914	19	-1	
5	1	44	1	19	1	37	1856	46	10	96	rewrite
5	1	44	1	19	2	86	1856	20	10	96	the
5	1	44	1	19	3	110	1857	33	12	96	story
5	1	44	1	19	4	147	1856	12	10	96	of
5	1	44	1	19	5	162	1856	20	10	94	the
5	1	44	1	19	6	186	1856	37	13	96	origin
5	1	44	1	19	7	227	1856	27	12	96	and,
5	1	44	1	19	8	811	1862	73	13	89	Serendipity
5	1	44	1	19	9	887	1865	15	7	95	on
5	1	44	1	19	10	906	1865	8	7	71	a
5	1	44	1	19	11	917	1862	34	13	71	rainy
4	1	44	1	20	0	36	1875	931	19	-1	
5	1	44	1	20	1	36	1875	55	13	91	perhaps,
5	1	44	1	20	2	95	1875	24	10	96	fate
5	1	44	1	20	3	123	1875	12	10	96	of
5	1	44	1	20	4	138	1875	20	10	96	the
5	1	44	1	20	5	162	1875	58	10	96	universe.
5	1	44	1	20	6	811	1881	57	13	96	Saturday,
5	1	44	1	20	7	874	1884	7	7	96	a
5	1	44	1	20	8	885	1881	25	13	95	pair
5	1	44	1	20	9	914	1881	12	10	96	of
5	1	44	1	20	10	929	1881	38	13	96	cheap
4	1	44	1	21	0	38	1900	914	13	-1	
5	1	44	1	21	1	38	1906	11	5	43	111
5	1	44	1	21	2	810	1900	34	10	96	black
5	1	44	1	21	3	848	1900	40	13	96	gloves
5	1	44	1	21	4	892	1900	23	10	96	and
5	1	44	1	21	5	919	1903	33	7	96	more
4	1	44	1	22	0	810	1919	157	10	-1	
5	1	44	1	22	1	810	1919	42	10	93	reader
5	1	44	1	22	2	856	1919	30	10	96	tales
5	1	44	1	22	3	889	1919	13	10	96	of
5	1	44	1	22	4	905	1919	29	10	97	New
5	1	44	1	22	5	937	1919	30	10	96	York
4	1	44	1	23	0	810	1938	114	13	-1	
5	1	44	1	23	1	810	1938	26	13	95	City
5	1	44	1	23	2	840	1938	12	10	96	in
5	1	44	1	23	3	855	1938	23	10	91	this
5	1	44	1	23	4	882	1938	42	10	81	week’s
4	1	44	1	24	0	811	1957	123	13	-1	
5	1	44	1	24	1	811	1957	81	13	92	Metropolitan
5	1	44	1	24	2	896	1957	38	13	92	Diary.
2	1	45	0	0	0	32	2130	436	294	-1	
3	1	45	1	0	0	32	2130	436	294	-1	
4	1	45	1	1	0	32	2130	436	294	-1	
5	1	45	1	1	1	32	2130	436	294	95	 
2	1	46	0	0	0	22	3289	150	17	-1	
3	1	46	1	0	0	22	3289	150	17	-1	
4	1	46	1	1	0	22	3289	150	17	-1	
5	1	46	1	1	1	22	3289	150	17	95	 
2	1	47	0	0	0	302	1674	482	324	-1	
3	1	47	1	0	0	302	1674	482	324	-1	
4	1	47	1	1	0	302	1674	482	324	-1	
5	1	47	1	1	1	302	1674	482	324	95	 
2	1	48	0	0	0	1002	1550	178	419	-1	
3	1	48	1	0	0	1002	1550	178	419	-1	
4	1	48	1	1	0	1002	1550	178	419	-1	
5	1	48	1	1	1	1002	1550	178	419	95	 
2	1	49	0	0	0	833	1980	75	17	-1	
3	1	49	1	0	0	833	1980	75	17	-1	
4	1	49	1	1	0	833	1980	75	17	-1	
5	1	49	1	1	1	833	1980	75	17	95	 
2	1	50	0	0	0	37	2089	1137	1	-1	
3	1	50	1	0	0	37	2089	1137	1	-1	
4	1	50	1	1	0	37	2089	1137	1	-1	
5	1	50	1	1	1	37	2089	1137	1	95	 
2	1	51	0	0	0	36	2092	1138	1	-1	
3	1	51	1	0	0	36	2092	1138	1	-1	
4	1	51	1	1	0	36	2092	1138	1	-1	
5	1	51	1	1	1	36	2092	1138	1	95	 
2	1	52	0	0	0	37	2107	105	11	-1	
3	1	52	1	0	0	37	2107	105	11	-1	
4	1	52	1	1	0	37	2107	105	11	-1	
5	1	52	1	1	1	37	2107	13	11	96	In
5	1	52	1	1	2	55	2107	43	11	96	Other
5	1	52	1	1	3	103	2107	39	11	96	News
2	1	53	0	0	0	495	2298	77	18	-1	
3	1	53	1	0	0	495	2298	77	18	-1	
4	1	53	1	1	0	495	2298	77	18	-1	
5	1	53	1	1	1	495	2298	77	18	95	    
2	1	54	0	0	0	496	2481	95	25	-1	
3	1	54	1	0	0	496	2481	95	25	-1	
4	1	54	1	1	0	496	2481	95	25	-1	
5	1	54	1	1	1	496	2481	95	25	95	  
2	1	55	0	0	0	718	2130	208	142	-1	
3	1	55	1	0	0	718	2130	208	142	-1	
4	1	55	1	1	0	718	2130	208	142	-1	
5	1	55	1	1	1	718	2130	208	142	95	 
2	1	56	0	0	0	494	2136	680	153	-1	
3	1	56	1	0	0	494	2136	675	75	-1	
4	1	56	1	1	0	495	2136	641	15	-1	
5	1	56	1	1	1	495	2136	38	15	94	Many
5	1	56	1	1	2	536	2136	38	12	96	Black
5	1	56	1	1	3	577	2136	75	15	91	Chicagoans
5	1	56	1	1	4	953	2136	53	12	96	Senator
5	1	56	1	1	5	1009	2136	44	12	96	Bernie
5	1	56	1	1	6	1057	2136	53	12	95	Sanders
5	1	56	1	1	7	1114	2136	22	12	96	has
4	1	56	1	2	0	495	2155	664	15	-1	
5	1	56	1	2	1	495	2155	53	15	90	Leaving
5	1	56	1	2	2	551	2160	13	7	90	as
5	1	56	1	2	3	568	2155	21	12	90	the
5	1	56	1	2	4	592	2155	28	15	90	City
5	1	56	1	2	5	623	2155	38	12	84	Seeks
5	1	56	1	2	6	664	2160	9	7	93	a
5	1	56	1	2	7	676	2155	30	12	96	New
5	1	56	1	2	8	953	2155	40	12	93	raised
5	1	56	1	2	9	996	2155	24	14	96	$10
5	1	56	1	2	10	1023	2155	47	12	93	million
5	1	56	1	2	11	1074	2156	13	11	96	in
5	1	56	1	2	12	1090	2155	24	12	96	less
5	1	56	1	2	13	1117	2155	30	12	90	than
5	1	56	1	2	14	1150	2160	9	7	90	a
4	1	56	1	3	0	495	2174	674	15	-1	
5	1	56	1	3	1	495	2174	43	15	96	Mayor
5	1	56	1	3	2	953	2174	35	12	92	week
5	1	56	1	3	3	991	2179	14	7	92	as
5	1	56	1	3	4	1008	2179	8	7	96	a
5	1	56	1	3	5	1019	2174	78	15	96	presidential
5	1	56	1	3	6	1101	2174	68	12	95	candidate.
4	1	56	1	4	0	494	2198	197	13	-1	
5	1	56	1	4	1	494	2198	10	10	72	As
5	1	56	1	4	2	505	2198	82	13	96	Chicagoans
5	1	56	1	4	3	591	2201	50	10	90	prepare
5	1	56	1	4	4	644	2199	12	9	90	to
5	1	56	1	4	5	660	2199	31	11	96	vote,
3	1	56	2	0	0	494	2217	680	72	-1	
4	1	56	2	1	0	494	2217	680	18	-1	
5	1	56	2	1	1	494	2217	20	10	92	the
5	1	56	2	1	2	518	2217	23	13	92	city
5	1	56	2	1	3	545	2217	41	10	96	stands
5	1	56	2	1	4	590	2218	13	9	95	at
5	1	56	2	1	5	606	2220	8	7	95	a
5	1	56	2	1	6	617	2217	43	13	96	pivotal
5	1	56	2	1	7	0	0	1219	9348	82	A
5	1	56	2	1	8	953	2220	51	12	82	video
5	1	56	2	1	9	1007	2220	29	12	96	with
5	1	56	2	1	10	1040	2220	47	14	96	“racist,
5	1	56	2	1	11	1091	2220	83	15	41	homophobic
4	1	56	2	2	0	494	2236	639	18	-1	
5	1	56	2	2	1	494	2236	72	12	95	crossroads,
5	1	56	2	2	2	570	2236	28	10	96	with
5	1	56	2	2	3	601	2236	35	10	91	black
5	1	56	2	2	4	639	2236	59	10	91	residents
5	1	56	2	2	5	953	2239	25	12	96	and
5	1	56	2	2	6	982	2240	82	14	86	misogynistic
5	1	56	2	2	7	1067	2239	66	15	86	language”
4	1	56	2	3	0	495	2255	677	18	-1	
5	1	56	2	3	1	495	2255	46	13	96	leaving
5	1	56	2	3	2	544	2255	16	13	96	by
5	1	56	2	3	3	563	2255	21	10	96	the
5	1	56	2	3	4	587	2255	65	10	96	thousands
5	1	56	2	3	5	656	2258	31	7	96	even
5	1	56	2	3	6	690	2258	14	7	81	as
5	1	56	2	3	7	953	2258	56	12	96	surfaced
5	1	56	2	3	8	1013	2261	13	9	96	at
5	1	56	2	3	9	1028	2263	17	7	96	an
5	1	56	2	3	10	1048	2258	29	12	96	elite
5	1	56	2	3	11	1080	2259	47	14	96	private
5	1	56	2	3	12	1130	2258	42	12	88	school
4	1	56	2	4	0	494	2274	546	15	-1	
5	1	56	2	4	1	494	2277	27	7	96	new
5	1	56	2	4	2	524	2274	35	10	96	white
5	1	56	2	4	3	563	2274	58	10	96	residents
5	1	56	2	4	4	625	2274	27	10	96	flow
5	1	56	2	4	5	655	2274	15	10	96	in.
5	1	56	2	4	6	953	2278	13	11	83	in
5	1	56	2	4	7	970	2277	21	12	96	the
5	1	56	2	4	8	995	2277	45	12	96	Bronx.
2	1	57	0	0	0	953	2324	221	15	-1	
3	1	57	1	0	0	953	2324	221	15	-1	
4	1	57	1	1	0	953	2324	221	15	-1	
5	1	57	1	1	1	953	2324	37	15	95	Jorge
5	1	57	1	1	2	994	2324	48	14	90	Ramos,
5	1	57	1	1	3	1046	2329	8	7	90	a
5	1	57	1	1	4	1057	2324	65	12	95	Univision
5	1	57	1	1	5	1125	2324	49	14	93	anchor,
2	1	58	0	0	0	94	2343	1079	270	-1	
3	1	58	1	0	0	94	2343	1079	270	-1	
4	1	58	1	1	0	494	2343	620	13	-1	
5	1	58	1	1	1	494	2344	42	12	33	S.E.C.
5	1	58	1	1	2	539	2344	42	12	96	Wants
5	1	58	1	1	3	585	2344	30	12	96	Elon
5	1	58	1	1	4	619	2344	37	12	96	Musk
5	1	58	1	1	5	659	2344	33	12	52	Held
5	1	58	1	1	6	953	2343	27	12	96	said
5	1	58	1	1	7	983	2343	27	12	96	that
5	1	58	1	1	8	1013	2343	21	12	96	the
5	1	58	1	1	9	1037	2343	77	12	96	Venezuelan
4	1	58	1	2	0	494	2362	677	16	-1	
5	1	58	1	2	1	494	2368	13	7	92	in
5	1	58	1	2	2	511	2363	66	15	93	Contempt
5	1	58	1	2	3	580	2363	14	12	96	of
5	1	58	1	2	4	596	2363	38	12	96	Court
5	1	58	1	2	5	953	2367	75	10	94	government
5	1	58	1	2	6	1028	2362	66	12	96	detained
5	1	58	1	2	7	1097	2362	26	12	96	him
5	1	58	1	2	8	1127	2362	44	15	96	during
4	1	58	1	3	0	495	2381	667	17	-1	
5	1	58	1	3	1	495	2388	20	10	91	Mr.
5	1	58	1	3	2	519	2388	36	10	91	Musk
5	1	58	1	3	3	558	2388	51	10	96	violated
5	1	58	1	3	4	613	2391	7	7	96	a
5	1	58	1	3	5	624	2388	66	10	96	settlement
5	1	58	1	3	6	953	2386	17	7	96	an
5	1	58	1	3	7	973	2382	63	11	96	interview
5	1	58	1	3	8	1039	2381	29	12	96	with
5	1	58	1	3	9	1072	2381	21	12	94	the
5	1	58	1	3	10	1096	2381	66	15	94	president.
4	1	58	1	4	0	494	2407	185	10	-1	
5	1	58	1	4	1	494	2407	35	10	76	when
5	1	58	1	4	2	532	2407	15	10	96	he
5	1	58	1	4	3	551	2407	50	10	80	tweeted
5	1	58	1	4	4	605	2407	74	10	96	information
4	1	58	1	5	0	495	2426	654	14	-1	
5	1	58	1	5	1	495	2426	30	10	96	about
5	1	58	1	5	2	525	2426	77	13	96	production
5	1	58	1	5	3	606	2426	33	13	93	goals
5	1	58	1	5	4	643	2426	48	10	88	without
5	1	58	1	5	5	953	2428	20	12	81	‘An
5	1	58	1	5	6	976	2428	66	12	95	American
5	1	58	1	5	7	1045	2429	44	11	96	citizen
5	1	58	1	5	8	1092	2428	29	12	96	who
5	1	58	1	5	9	1123	2433	26	7	82	was
4	1	58	1	6	0	124	2445	1049	19	-1	
5	1	58	1	6	1	124	2457	5	7	0	.
5	1	58	1	6	2	250	2457	33	7	37	supe
5	1	58	1	6	3	495	2445	48	13	81	seeking
5	1	58	1	6	4	547	2445	56	13	87	approval
5	1	58	1	6	5	606	2445	31	10	93	from
5	1	58	1	6	6	640	2445	42	10	62	Tesla’s
5	1	58	1	6	7	953	2447	61	12	94	abducted
5	1	58	1	6	8	1017	2447	43	15	95	nearly
5	1	58	1	6	9	1062	2448	15	11	96	18
5	1	58	1	6	10	1080	2447	50	12	96	months
5	1	58	1	6	11	1133	2452	23	10	91	ago
